no;treated;age;age2;educ;black;hispanic;married;nodegree;re74;re75;re78
2341;0;23;529;12;0;0;0;0;15041.29004;13479.33984;13332.0498
2342;0;34;1156;11;0;0;1;1;25862.32031;25193.41992;13700
2343;0;27;729;11;0;0;0;1;22188.69922;17088.63086;25564.66992
2344;0;40;1600;12;0;0;1;0;25631.13086;24949.93945;7257.115234
2345;0;45;2025;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2346;0;55;3025;12;0;0;1;0;25862.32031;11544;22164.41992
2347;0;29;841;11;0;0;1;1;25762.40039;23719.98047;25564.66992
2348;0;51;2601;9;0;0;1;1;23252.58008;22472.13086;21062.03906
2349;0;21;441;12;0;0;0;0;13138.83984;10072.34961;9854.958984
2350;0;22;484;12;0;0;1;0;20329.34961;22196.41992;25564.66992
2351;0;25;625;12;0;0;1;0;17076.9707;14609.03027;14502.41016
2352;0;34;1156;12;0;0;0;0;18573.84961;19084.83984;22959.43945
2353;0;24;576;12;0;0;1;0;16018.96973;18542.36914;18514.43945
2354;0;43;1849;14;0;0;1;0;21996.68945;23066.51953;594.0460815
2355;0;23;529;12;0;0;1;0;10648.62012;11155.5;21288.13086
2356;0;24;576;17;0;0;1;0;3712.811035;7979.467773;13238.9502
2357;0;40;1600;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2358;0;16;256;10;0;1;0;1;0;1450.161011;12327.2002
2359;0;39;1521;16;0;0;1;0;25862.32031;25243.55078;25564.66992
2360;0;16;256;9;0;0;0;1;0;0;0
2361;0;36;1296;11;0;0;1;1;25862.32031;25243.55078;18619.34961
2362;0;39;1521;14;0;0;1;0;14379.05957;0;10867.2002
2363;0;37;1369;18;0;0;0;0;12737.19043;0;0
2364;0;35;1225;18;0;0;0;0;3881.308105;9580.015625;9235.791016
2365;0;33;1089;18;0;0;0;0;5174.423828;4909.064941;0
2366;0;25;625;16;0;0;1;0;16716.46094;15242.80957;17391.35938
2367;0;30;900;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2368;0;38;1444;13;0;0;1;0;25862.32031;25243.55078;25564.66992
2369;0;29;841;12;0;0;0;0;4913.84082;5440.790039;5208.98584
2370;0;36;1296;15;0;0;1;0;16745.84961;18476.13086;22675.71094
2371;0;27;729;12;0;0;1;0;21079.75;19759.78906;24107.63086
2372;0;40;1600;16;0;0;1;0;11293.20996;14447.90039;19303.53906
2373;0;29;841;13;0;0;1;0;19876.75977;6162.290039;0
2374;0;20;400;14;0;0;0;0;3779.426025;4633.35498;24883.43945
2375;0;17;289;11;0;0;0;1;2500.023926;3065.031982;8541.259766
2376;0;16;256;9;0;0;0;1;0;495.9194031;2497.35791
2377;0;20;400;12;0;0;1;0;7882.129883;4538.467773;7707.821777
2378;0;32;1024;12;0;0;1;0;25862.32031;21226.06055;25564.66992
2379;0;28;784;14;0;0;1;0;25862.32031;25243.55078;25564.66992
2380;0;48;2304;15;0;0;1;0;0;0;0
2381;0;35;1225;12;1;0;1;0;728.84729;0;0
2382;0;51;2601;11;1;0;0;1;2789.996094;6006.532227;0
2383;0;54;2916;9;0;0;1;1;0;0;0
2384;0;29;841;16;1;0;1;0;25862.32031;25243.55078;25564.66992
2385;0;29;841;12;0;1;1;0;19461.40039;4341.532227;0
2386;0;54;2916;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2387;0;50;2500;8;0;0;1;1;25862.32031;12122.26953;25564.66992
2388;0;52;2704;12;0;0;1;0;19839.53906;19283.56055;20332.03906
2389;0;28;784;11;0;0;0;1;25862.32031;9397.40332;22136.33984
2390;0;51;2601;11;0;0;1;1;17966.48047;23863.21094;14198
2391;0;24;576;13;0;0;0;0;16973.13086;22380.82031;19272.50977
2392;0;32;1024;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2393;0;29;841;12;0;0;1;0;25862.32031;22574.17969;25564.66992
2394;0;29;841;16;0;0;1;0;19053.86914;19382.0293;21707.80078
2395;0;49;2401;12;0;0;1;0;25862.32031;25222.06055;0
2396;0;42;1764;9;0;0;1;1;18922.59961;13173.19043;21669.38086
2397;0;32;1024;12;0;0;1;0;21056.24023;9583.59668;25564.66992
2398;0;53;2809;10;0;0;1;1;21781.16992;21539.36914;25564.66992
2399;0;43;1849;7;0;0;1;1;25862.32031;22599.24023;11072.61035
2400;0;49;2401;12;0;0;1;0;25862.32031;20400.73047;18444.98047
2401;0;20;400;12;0;0;0;0;5944.415039;10360.59961;8867.836914
2402;0;16;256;10;0;0;0;1;3558.029053;3607.5;11643.00977
2403;0;24;576;15;0;0;0;0;21097.38086;22278.76953;16909.63086
2404;0;20;400;12;0;0;1;0;13581.63965;14737.94043;20419.23047
2405;0;49;2401;12;0;0;0;0;25153.07031;25243.55078;0
2406;0;32;1024;5;0;0;1;1;17868.50977;18379.44922;19161.67969
2407;0;48;2304;12;0;0;1;0;18838.34961;20282.56055;15952.05957
2408;0;26;676;12;0;0;1;0;5654.443848;12369.33984;10518.45996
2409;0;27;729;12;0;0;1;0;11105.12012;1167.290039;3811.056885
2410;0;40;1600;15;0;0;0;0;0;805.6452026;0
2411;0;20;400;12;0;0;0;0;10795.55957;15473.75977;19782.33008
2412;0;51;2601;10;0;0;1;1;20633.03906;19679.23047;19937.49023
2413;0;19;361;12;0;0;0;0;4128.174805;11549.37012;19460.17969
2414;0;19;361;12;0;0;0;0;1244.134033;1459.113037;14304.38965
2415;0;17;289;11;0;0;0;1;644.5988159;2117.951904;7539.36084
2416;0;45;2025;12;0;0;1;0;17978.23047;17792.23047;18756.7793
2417;0;19;361;12;0;0;0;0;0;0;0
2418;0;51;2601;12;0;0;1;0;25427.35938;13549.16016;14803.86035
2419;0;31;961;17;0;0;1;0;2057.22998;6119.323242;0
2420;0;20;400;12;0;0;0;0;0;1147.597046;15554.5498
2421;0;49;2401;11;0;0;1;1;25862.32031;25243.55078;25564.66992
2422;0;47;2209;12;0;0;0;0;23883.46094;22772.90039;20363.07031
2423;0;21;441;12;0;0;0;0;8005.563965;5281.452148;0
2424;0;23;529;12;0;0;1;0;10989.53027;6078.14502;12525.20996
2425;0;54;2916;6;0;0;1;1;20725.11914;18644.41992;24771.13086
2426;0;55;3025;9;0;0;1;1;14314.40039;13608.24023;11329.73047
2427;0;16;256;10;0;0;0;1;0;2083.935059;6024.690918
2428;0;44;1936;16;0;0;1;0;25862.32031;25243.55078;0
2429;0;17;289;11;0;0;0;1;197.8858948;3066.822998;12788.25
2430;0;45;2025;14;0;0;1;0;12825.36035;23283.15039;25564.66992
2431;0;18;324;11;0;0;0;1;1387.161011;3170.660889;4935.606934
2432;0;30;900;18;0;0;1;0;25862.32031;25243.55078;25564.66992
2433;0;21;441;14;0;0;0;0;1422.427979;2549.418945;14220.16016
2434;0;18;324;15;0;0;0;0;2925.185059;5209.838867;647.2442017
2435;0;29;841;17;0;0;1;0;0;0;25564.66992
2436;0;45;2025;14;0;0;1;0;12127.86035;13133.80957;17092.85938
2437;0;22;484;12;0;0;0;0;12272.84961;4237.693848;1696.430054
2438;0;45;2025;18;0;0;0;0;22237.67969;19997.90039;0
2439;0;17;289;11;0;0;0;1;903.2219849;623.0322876;13343.87012
2440;0;52;2704;11;0;0;1;1;24028.44922;20153.66016;25147.94922
2441;0;37;1369;12;0;0;1;0;19602.46094;19369.5;21865.91992
2442;0;38;1444;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2443;0;42;1764;10;0;0;1;1;21344.25;20509.93945;20033.53906
2444;0;16;256;9;0;0;0;1;3405.206055;3086.516113;9356.964844
2445;0;21;441;14;0;0;1;0;2878.163086;9497.661133;10381.03027
2446;0;33;1089;17;0;0;1;0;25431.2793;25243.55078;25564.66992
2447;0;32;1024;18;0;0;1;0;25862.32031;25243.55078;25564.66992
2448;0;23;529;16;0;0;1;0;9476.973633;18198.63086;0
2449;0;21;441;12;0;0;1;0;4502.39502;5295.773926;4360.770996
2450;0;26;676;12;0;0;1;0;12462.90039;13679.84961;15307.76953
2451;0;45;2025;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2452;0;18;324;12;0;0;0;0;225.3157043;3072.194092;9946.578125
2453;0;47;2209;8;0;0;1;1;25862.32031;25243.55078;25564.66992
2454;0;17;289;11;0;0;0;1;0;0;14957.5498
2455;0;29;841;12;0;0;1;0;20907.33984;21936.82031;21907.30078
2456;0;35;1225;12;0;0;1;0;22835.25;20984.36914;24293.82031
2457;0;32;1024;14;0;0;1;0;24196.94922;24325.10938;24122.41016
2458;0;48;2304;8;0;0;1;1;25862.32031;25243.55078;25564.66992
2459;0;43;1849;8;0;0;1;1;18011.53906;17464.59961;22476.2207
2460;0;33;1089;10;0;0;1;1;22762.75977;20531.41992;0
2461;0;53;2809;12;0;0;1;0;25862.32031;24607.98047;19934.5293
2462;0;17;289;10;0;0;0;1;0;2905.694092;6773.898926
2463;0;50;2500;15;0;0;1;0;0;0;0
2464;0;29;841;18;0;0;1;0;25862.32031;25243.55078;25564.66992
2465;0;21;441;12;0;0;1;0;8697.18457;10765.20996;20136.98047
2466;0;30;900;12;0;0;0;0;3250.424072;19199.41992;0
2467;0;26;676;12;0;0;0;0;14065.58008;15788.84961;10994.29004
2468;0;40;1600;18;0;0;1;0;25862.32031;25243.55078;25564.66992
2469;0;47;2209;12;0;0;1;0;12844.9502;3922.596924;0
2470;0;34;1156;12;0;0;1;0;8091.771973;3301.35498;4620.851074
2471;0;31;961;12;0;0;1;0;23136.98047;21711.24023;13033.5498
2472;0;36;1296;12;0;0;1;0;19857.16992;19963.89063;20791.60938
2473;0;29;841;13;0;0;1;0;2780.199951;0;14339.86035
2474;0;44;1936;8;0;0;1;1;11737.96973;13223.32031;9552.025391
2475;0;48;2304;12;0;0;1;0;15864.17969;14109.53027;2554.989014
2476;0;18;324;12;0;0;0;0;0;1895.952026;8244.237305
2477;0;48;2304;16;0;0;1;0;18716.88086;16524.67969;20781.26953
2478;0;33;1089;12;1;0;1;0;5178.341797;1315.886963;15038.82031
2479;0;45;2025;11;1;0;0;1;8548.28125;1237.113037;7834.905762
2480;0;32;1024;12;0;0;1;0;14094.96973;25243.55078;25564.66992
2481;0;30;900;16;0;0;1;0;22847.00977;17222.90039;18436.11914
2482;0;55;3025;12;0;0;1;0;18846.18945;18266.66016;17995.75
2483;0;55;3025;9;0;0;1;1;19034.2793;15353.80957;9792.893555
2484;0;21;441;13;0;0;0;0;5591.74707;4076.564941;14180.25977
2485;0;22;484;8;0;0;0;1;10679.95996;11141.17969;12752.78027
2486;0;43;1849;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2487;0;44;1936;12;0;0;1;0;22459.08008;22165.98047;21468.41016
2488;0;22;484;12;0;0;1;0;16487.23047;15837.19043;15032.91016
2489;0;23;529;12;0;0;0;0;13853.98047;9284.613281;10431.26953
2490;0;49;2401;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2491;0;33;1089;12;0;0;1;0;25862.32031;21081.05078;25564.66992
2492;0;24;576;12;0;0;1;0;2782.158936;0;20567
2493;0;47;2209;12;0;0;1;0;24804.32031;21097.16016;0
2494;0;34;1156;7;0;0;1;1;20932.81055;21021.9707;21069.42969
2495;0;31;961;9;0;0;0;1;0;0;0
2496;0;29;841;11;0;0;0;1;21101.30078;20828.60938;19566.58008
2497;0;25;625;12;0;0;1;0;14894.34961;8076.14502;187.6712952
2498;0;26;676;16;0;0;1;0;17535.43945;17905.01953;14815.69043
2499;0;24;576;15;0;0;1;0;25862.32031;22547.32031;21085.67969
2500;0;24;576;16;0;0;1;0;15452.74023;20565.43945;22550.10938
2501;0;24;576;12;0;0;1;0;4749.263184;0;0
2502;0;30;900;12;0;0;1;0;7936.990234;22001.26953;25564.66992
2503;0;19;361;12;0;0;1;0;11461.70996;15214.16016;21401.91016
2504;0;34;1156;13;0;0;1;0;10139.20996;8029.597168;12380.38965
2505;0;55;3025;12;0;0;1;0;17368.90039;16630.31055;20920.17969
2506;0;43;1849;12;0;0;1;0;0;0;0
2507;0;18;324;12;0;0;0;0;0;209.4676971;10741.58984
2508;0;16;256;9;0;0;0;1;0;0;9609.65625
2509;0;30;900;16;0;0;1;0;25862.32031;25243.55078;25564.66992
2510;0;20;400;14;0;0;0;0;4132.094238;6362.806152;7385.676758
2511;0;28;784;16;0;0;0;0;22539.41016;21897.43945;25564.66992
2512;0;41;1681;8;0;0;1;1;21495.11914;17595.28906;0
2513;0;25;625;12;0;0;0;0;17707.84961;9341.90332;0
2514;0;31;961;13;0;0;0;0;15096.15039;18619.34961;9974.654297
2515;0;43;1849;12;0;0;1;0;0;0;0
2516;0;16;256;10;0;0;0;1;0;0;16095.40039
2517;0;52;2704;4;1;0;1;1;0;0;0
2518;0;20;400;12;1;0;0;0;11812.41992;14397.76953;5503.054199
2519;0;49;2401;9;1;0;1;1;0;0;0
2520;0;54;2916;11;1;0;1;1;25862.32031;25243.55078;0
2521;0;25;625;9;0;1;1;1;2296.260986;9195.09668;14398.96973
2522;0;31;961;8;0;1;1;1;7888.007813;7809.387207;10778.54004
2523;0;36;1296;4;0;0;1;1;25862.32031;25243.55078;25564.66992
2524;0;42;1764;6;0;0;1;1;2742.974121;4511.612793;945.7449951
2525;0;25;625;12;0;0;1;0;2219.849121;9644.467773;7852.63916
2526;0;30;900;15;0;0;1;0;25254.94922;23839.93945;24123.89063
2527;0;53;2809;11;0;0;1;1;25862.32031;25243.55078;25564.66992
2528;0;50;2500;12;0;0;1;0;1798.607056;6224.952148;17289.40039
2529;0;48;2304;16;0;0;1;0;2921.26709;0;323.6221008
2530;0;25;625;12;0;0;1;0;17831.28906;21890.26953;22601.83008
2531;0;38;1444;16;0;1;1;0;25862.32031;25243.55078;25564.66992
2532;0;50;2500;9;1;0;1;1;8368.029297;10278.24023;17444.56055
2533;0;29;841;12;0;1;1;0;17018.18945;17009.84961;16467.7793
2534;0;26;676;13;0;0;1;0;20803.49023;18887.90039;25306.07031
2535;0;23;529;14;0;0;0;0;14847.32031;10177.98047;17850.93945
2536;0;53;2809;9;0;0;0;1;25862.32031;25243.55078;25564.66992
2537;0;50;2500;11;0;0;0;1;25862.32031;25243.55078;25564.66992
2538;0;55;3025;14;0;0;1;0;8393.499023;19036.5;10639.62988
2539;0;22;484;16;0;0;0;0;2349.160889;3161.709961;15956.49023
2540;0;20;400;14;0;0;0;0;1730.032959;1391.081055;10472.65039
2541;0;28;784;16;0;0;1;0;25862.32031;25243.55078;25564.66992
2542;0;39;1521;7;0;0;1;1;25862.32031;19501.98047;25564.66992
2543;0;33;1089;17;0;0;1;0;25862.32031;25243.55078;0
2544;0;34;1156;12;0;0;1;0;21244.33008;18959.51953;19225.2207
2545;0;36;1296;11;0;1;1;1;4128.174805;15609.82031;14224.59961
2546;0;48;2304;9;1;0;0;1;0;0;0
2547;0;33;1089;9;1;0;0;1;0;13004.90039;16034.80957
2548;0;17;289;10;1;0;0;1;0;1645.30603;9263.868164
2549;0;28;784;8;1;0;0;1;15286.2002;3863.516113;0
2550;0;35;1225;12;1;0;1;0;7141.526855;16589.13086;14904.34961
2551;0;22;484;15;0;0;0;0;0;0;8374.276367
2552;0;37;1369;14;0;1;0;0;25862.32031;25243.55078;10002.73047
2553;0;32;1024;16;0;0;1;0;25862.32031;8593.547852;13578.83008
2554;0;33;1089;12;0;1;1;0;25862.32031;21245.75977;25564.66992
2555;0;54;2916;10;0;1;1;1;25862.32031;24599.0293;25564.66992
2556;0;29;841;15;0;0;0;0;7076.87207;17611.40039;25113.96094
2557;0;54;2916;8;0;0;1;1;16167.87012;16547.94922;15003.36035
2558;0;21;441;12;1;0;1;0;8746.166992;6110.371094;4207.087891
2559;0;26;676;8;0;0;1;1;11851.59961;16920.33984;0
2560;0;36;1296;16;0;1;0;0;25862.32031;25243.55078;25564.66992
2561;0;36;1296;11;0;1;0;1;6600.77002;14992.16016;13980.76953
2562;0;33;1089;12;0;0;1;0;11818.2998;14952.76953;16136.76953
2563;0;31;961;13;1;0;1;0;11038.50977;12679.05957;16435.26953
2564;0;50;2500;12;0;0;1;0;2901.674072;1962.19397;118.2181015
2565;0;51;2601;10;0;0;1;1;0;0;0
2566;0;36;1296;12;0;0;0;0;20021.75;22309.21094;21437.38086
2567;0;54;2916;12;0;0;1;0;14531.87988;13259.12988;25564.66992
2568;0;18;324;10;0;0;0;1;2882.081055;6239.273926;8866.359375
2569;0;52;2704;12;0;0;1;0;25862.32031;25243.55078;9489.959961
2570;0;18;324;12;0;0;0;0;0;256.0161133;0
2571;0;17;289;12;0;0;0;0;5491.825195;5666.371094;1399.406982
2572;0;42;1764;18;1;0;1;0;25862.32031;25243.55078;25564.66992
2573;0;37;1369;18;0;0;1;0;13979.37012;23515.89063;25564.66992
2574;0;45;2025;17;0;0;1;0;25862.32031;4323.628906;0
2575;0;27;729;13;0;0;1;0;17637.32031;19723.98047;25564.66992
2576;0;26;676;12;0;0;0;0;11453.87012;12684.44043;11526.26953
2577;0;21;441;12;0;0;0;0;7502.033203;7723.452148;0
2578;0;23;529;15;0;0;1;0;6422.477051;877.2581177;1600.378052
2579;0;55;3025;10;0;0;1;1;25787.86914;25243.55078;23108.68945
2580;0;38;1444;14;0;0;1;0;25862.32031;25243.55078;25564.66992
2581;0;54;2916;14;0;0;1;0;0;0;0
2582;0;33;1089;12;0;0;1;0;24880.73047;22441.68945;14438.87012
2583;0;35;1225;12;0;0;1;0;20915.16992;20597.66016;18922.28906
2584;0;47;2209;16;0;0;1;0;2821.343994;0;0
2585;0;35;1225;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2586;0;26;676;17;0;0;1;0;2835.059082;0;0
2587;0;38;1444;16;1;0;0;0;25862.32031;25243.55078;25564.66992
2588;0;47;2209;10;1;0;1;1;25862.32031;20778.48047;25564.66992
2589;0;28;784;17;1;0;1;0;23883.46094;22273.40039;20796.05078
2590;0;17;289;11;0;0;0;1;0;723.2902832;13264.07031
2591;0;27;729;16;0;0;1;0;17803.85938;21097.16016;25564.66992
2592;0;51;2601;10;0;0;1;1;18750.17969;19161.82031;22411.19922
2593;0;49;2401;12;0;0;1;0;12120.01953;11742.73047;0
2594;0;23;529;12;0;0;0;0;16575.40039;9143.176758;12461.66992
2595;0;53;2809;14;0;0;1;0;25862.32031;25243.55078;0
2596;0;43;1849;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2597;0;47;2209;16;0;0;1;0;25862.32031;25243.55078;25564.66992
2598;0;26;676;12;0;0;1;0;0;0;0
2599;0;25;625;13;0;0;1;0;2255.115967;11164.4502;12971.48047
2600;0;46;2116;12;0;0;1;0;25384.25977;25243.55078;0
2601;0;22;484;10;0;0;0;1;4782.569824;472.6452026;478.7833862
2602;0;38;1444;13;1;0;1;0;25862.32031;25243.55078;25564.66992
2603;0;54;2916;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2604;0;29;841;12;0;1;0;0;19296.82031;24122.81055;18787.82031
2605;0;32;1024;12;0;0;1;0;25862.32031;25243.55078;24506.61914
2606;0;27;729;12;0;0;1;0;12735.23047;9846.774414;17058.88086
2607;0;22;484;13;0;0;1;0;11977;14874;3400.249023
2608;0;27;729;12;0;0;1;0;24435.98047;7499.661133;2645.131104
2609;0;27;729;15;0;0;1;0;0;13391.61035;19408.46094
2610;0;33;1089;11;0;0;1;1;25862.32031;25243.55078;19473.48047
2611;0;27;729;12;0;0;1;0;21796.83984;23141.71094;25564.66992
2612;0;54;2916;12;0;0;1;0;5166.586914;1963.984009;4473.078125
2613;0;53;2809;7;0;0;1;1;15907.29004;17330.32031;14672.34961
2614;0;30;900;12;0;0;1;0;15703.51953;17196.05078;17905.60938
2615;0;34;1156;17;0;0;1;0;17267.01953;0;17716.46094
2616;0;52;2704;12;0;0;1;0;12265.00977;7098.628906;10095.83008
2617;0;28;784;16;0;0;0;0;13628.66016;13427.41992;2580.111084
2618;0;30;900;17;0;0;0;0;0;3338.951904;2701.283936
2619;0;27;729;12;0;0;1;0;13481.70996;12227.90039;8879.65918
2620;0;22;484;12;0;0;0;0;12300.28027;14646.62988;4982.894043
2621;0;19;361;10;0;0;0;1;1933.796021;112.7902985;675.3209839
2622;0;24;576;12;0;0;1;0;12104.34961;14240.23047;14495.01953
2623;0;21;441;12;0;0;0;0;14083.20996;15917.75977;16677.61914
2624;0;23;529;14;0;0;0;0;2157.153076;4574.273926;9673.198242
2625;0;20;400;14;0;0;0;0;6722.244141;6894.532227;13138.46973
2626;0;27;729;16;0;0;1;0;12868.45996;15269.66016;22931.35938
2627;0;25;625;16;0;0;1;0;8350.394531;15450.48047;21097.5
2628;0;55;3025;18;0;0;0;0;0;0;0
2629;0;27;729;12;0;0;1;0;5826.858887;11318.41992;12943.41016
2630;0;47;2209;12;0;0;1;0;25862.32031;25243.55078;9500.303711
2631;0;19;361;12;0;0;0;0;2376.591064;3433.839111;701.920105
2632;0;16;256;9;0;0;0;1;0;0;0
2633;0;31;961;12;0;0;1;0;22778.43945;22821.24023;24284.96094
2634;0;45;2025;12;0;0;1;0;21818.40039;20481.28906;22498.39063
2635;0;42;1764;8;0;0;1;1;23622.88086;21772.10938;25564.66992
2636;0;33;1089;12;1;0;1;0;8034.953125;4676.323242;4935.606934
2637;0;36;1296;11;0;0;1;1;1404.793945;0;0
2638;0;44;1936;12;0;0;1;0;16432.36914;15955.34961;18911.93945
2639;0;17;289;10;0;0;0;1;834.6477051;1693.64502;7772.841797
2640;0;30;900;12;0;0;1;0;7347.250977;2080.35498;14475.80957
2641;0;21;441;12;0;0;1;0;13060.46973;8493.290039;14320.65039
2642;0;31;961;9;0;0;0;1;8573.751953;6409.35498;14876.26953
2643;0;48;2304;6;0;0;1;1;23773.74023;5650.257813;0
2644;0;21;441;12;0;0;0;0;6159.935059;1929.968018;8287.09082
2645;0;32;1024;12;0;0;1;0;19880.67969;14113.11035;22621.03906
2646;0;50;2500;11;0;0;1;1;8530.648438;6491.709961;8703.80957
2647;0;34;1156;12;0;0;1;0;24923.83008;25243.55078;21846.71094
2648;0;43;1849;15;0;0;1;0;25862.32031;25243.55078;25564.66992
2649;0;22;484;12;0;0;0;0;20025.66992;15466.59961;13314.32031
2650;0;23;529;12;0;0;0;0;1504.717041;0;0
2651;0;26;676;12;0;0;0;0;0;1613.081055;5937.504883
2652;0;35;1225;11;0;0;1;1;2425.572021;16882.74023;23590.42969
2653;0;28;784;12;0;0;1;0;15056.96973;9889.742188;12616.83008
2654;0;22;484;12;0;0;1;0;25795.71094;17095.78906;22955
2655;0;33;1089;15;0;0;1;0;25358.78906;4658.418945;20884.71094
2656;0;18;324;12;0;0;0;0;5129.359863;9033.967773;25564.66992
2657;0;23;529;12;0;0;1;0;15862.21973;13072.94043;25564.66992
2658;0;42;1764;12;0;0;1;0;0;0;0
2659;0;22;484;9;0;0;1;1;22086.81055;20105.32031;6552.240234
2660;0;38;1444;12;0;0;1;0;22026.08008;21775.68945;21109.32031
2661;0;34;1156;12;0;0;1;0;15627.11035;0;25564.66992
2662;0;26;676;15;0;0;1;0;22084.85938;23290.31055;25478.96094
2663;0;40;1600;11;0;0;1;1;24886.60938;23976;25564.66992
2664;0;18;324;10;0;0;0;1;1430.265015;0;14440.33984
2665;0;21;441;12;0;0;0;0;12558.90039;9418.886719;25564.66992
2666;0;38;1444;11;0;0;1;1;22227.88086;3779.371094;10026.37012
2667;0;17;289;11;0;0;0;1;732.7658081;4135.64502;2739.705078
2668;0;20;400;12;0;0;1;0;2235.522949;7574.85498;18913.41992
2669;0;53;2809;9;1;0;1;1;0;0;0
2670;0;52;2704;14;0;0;1;0;25862.32031;25243.55078;22795.41016
2671;0;25;625;12;0;0;1;0;14042.07031;13499.03027;13188.70996
2672;0;18;324;12;0;0;0;0;2217.889893;4191.14502;8957.977539
2673;0;20;400;12;0;0;1;0;3938.125977;4864.306152;9670.243164
2674;0;55;3025;13;0;0;1;0;25862.32031;25243.55078;25564.66992
2675;0;20;400;13;0;0;0;0;2492.187012;3100.839111;3180.068115
2676;0;46;2116;12;0;0;1;0;18940.23047;18848.51953;18319.38086
2677;0;31;961;8;0;0;1;1;0;0;591.0905762
2678;0;23;529;12;0;0;0;0;17511.92969;15360.96973;17273.15039
2679;0;22;484;9;0;0;0;1;536.8391113;0;0
2680;0;19;361;12;0;0;0;0;3579.580078;2640.726074;15223.54004
2681;0;47;2209;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2682;0;29;841;9;0;0;0;1;16455.88086;7734.193848;9642.166016
2683;0;41;1681;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2684;0;45;2025;12;0;0;1;0;25862.32031;16832.60938;25564.66992
2685;0;35;1225;12;0;0;1;0;18589.51953;17906.81055;25396.21094
2686;0;16;256;10;0;0;0;1;0;0;2255.010986
2687;0;24;576;12;0;0;1;0;22247.4707;20970.05078;22443.71094
2688;0;18;324;12;0;0;0;0;19.59267044;7834.452148;12810.41016
2689;0;46;2116;15;0;0;1;0;10125.49023;11572.65039;7131.507813
2690;0;41;1681;14;0;0;1;0;25862.32031;25243.55078;25564.66992
2691;0;33;1089;14;0;0;1;0;25862.32031;25243.55078;25564.66992
2692;0;25;625;13;0;0;1;0;13667.84961;11501.03027;16303.75977
2693;0;32;1024;14;0;0;1;0;19061.71094;17124.43945;21611.75
2694;0;33;1089;12;0;0;1;0;25862.32031;19963.89063;17494.80078
2695;0;20;400;13;0;0;0;0;3938.125977;2164.5;1433.39502
2696;0;27;729;12;0;0;0;0;20362.66016;7061.032227;25499.65039
2697;0;19;361;12;0;0;0;0;4951.066895;4404.193848;16763.33008
2698;0;19;361;12;0;0;0;0;2813.50708;1978.30603;6475.397949
2699;0;48;2304;8;0;0;1;1;21422.61914;20669.26953;21329.50977
2700;0;37;1369;12;0;0;1;0;20852.48047;22219.68945;23751.5
2701;0;27;729;14;0;0;1;0;14792.45996;14770.16016;20824.11914
2702;0;48;2304;8;0;0;1;1;25862.32031;25162.98047;25564.66992
2703;0;18;324;11;0;0;0;1;4161.48291;5619.823242;12800.07031
2704;0;41;1681;18;0;0;1;0;0;0;82.75269318
2705;0;25;625;12;0;0;1;0;16906.50977;12589.5498;19510.41992
2706;0;18;324;12;0;0;0;0;2513.739014;2109;667.932373
2707;0;47;2209;13;0;0;1;0;3309.201904;762.6774292;1915.134033
2708;0;30;900;16;0;0;1;0;21224.74023;25243.55078;25564.66992
2709;0;38;1444;9;0;0;1;1;25862.32031;22040.66016;25564.66992
2710;0;41;1681;12;0;0;1;0;25862.32031;25243.55078;25564.66992
2711;0;18;324;12;0;0;0;0;3965.555908;5843.612793;12625.7002
2712;0;34;1156;12;0;0;1;0;18509.18945;17187.09961;25564.66992
2713;0;42;1764;12;0;0;1;0;1559.57605;0;0
2714;0;17;289;10;0;0;0;1;0;451.1612854;3729.781982
2715;0;50;2500;12;0;0;0;0;16894.75977;18454.65039;18665.16016
2716;0;25;625;12;0;0;1;0;17598.13086;11316.62988;21432.94922
2717;0;33;1089;16;0;0;1;0;11963.28027;4975.306152;20779.78906
2718;0;20;400;12;0;0;1;0;3317.039063;7293.773926;19067.10938
2719;0;39;1521;12;1;0;1;0;21640.09961;18418.83984;25564.66992
2720;0;26;676;12;1;0;0;0;13783.44043;23211.5293;25564.66992
2721;0;28;784;12;0;0;1;0;0;25243.55078;650.199707
2722;0;50;2500;8;0;0;1;1;20057.00977;22819.44922;25564.66992
2723;0;24;576;12;0;0;1;0;3074.090088;9096.628906;3997.25
2724;0;45;2025;8;0;0;1;1;25862.32031;25243.55078;25564.66992
2725;0;24;576;12;0;0;1;0;4851.14502;0;93.09677124
2726;0;21;441;12;0;0;1;0;14257.58008;15144.33984;0
2727;0;42;1764;12;0;0;1;0;21651.85938;18825.24023;24052.96094
2728;0;18;324;11;0;0;0;1;2080.740967;3104.418945;4703.604004
